Unnamed: 0,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,remaining_lease_year,month_extract,year_extract,flat_type_room,flat_model_cat,storey_range_cat,town_cat,latitude,longitude
8796,2019-10,TAMPINES,4 ROOM,890A,TAMPINES AVE 1,04 TO 06,93.0,Model A,2015,94 years 11 months,525000.0,94.91666666666669,10,2019,4,3,1,21,1.34671975,103.93387617445754
8797,2019-10,TAMPINES,4 ROOM,523A,TAMPINES CTRL 7,10 TO 12,93.0,Model A,2015,94 years 11 months,550000.0,94.91666666666669,10,2019,4,3,3,21,1.35943255,103.93857976825775
8798,2019-10,TAMPINES,4 ROOM,523C,TAMPINES CTRL 7,07 TO 09,93.0,Model A,2015,94 years 10 months,560000.0,94.83333333333331,10,2019,4,3,2,21,1.3599502,103.938827118821
8799,2019-10,TAMPINES,4 ROOM,524A,TAMPINES CTRL 7,10 TO 12,93.0,Model A,2015,94 years 11 months,565000.0,94.91666666666669,10,2019,4,3,3,21,1.35843285,103.93914019966084
8800,2019-10,TAMPINES,4 ROOM,524B,TAMPINES CTRL 7,07 TO 09,93.0,Model A,2015,94 years 10 months,572000.0,94.83333333333331,10,2019,4,3,2,21,1.3589581,103.93877278186508
8801,2019-10,TAMPINES,4 ROOM,523D,TAMPINES CTRL 7,07 TO 09,93.0,Model A,2015,94 years 10 months,585000.0,94.83333333333331,10,2019,4,3,2,21,1.35942905,103.93883970829694
8802,2019-10,TAMPINES,4 ROOM,520A,TAMPINES CTRL 8,04 TO 06,84.0,DBSS,2014,93 years 08 months,598000.0,93.66666666666669,10,2019,4,1,1,21,1.35705845,103.9399182853867
8803,2019-10,TAMPINES,4 ROOM,519A,TAMPINES CTRL 8,04 TO 06,83.0,DBSS,2014,93 years 08 months,610000.0,93.66666666666669,10,2019,4,1,1,21,1.3571611,103.94061720622013
8804,2019-10,TAMPINES,4 ROOM,167D,SIMEI LANE,04 TO 06,94.0,DBSS,2011,90 years 05 months,612800.0,90.41666666666669,10,2019,4,1,1,21,1.3428838,103.95911841780872
8805,2019-10,TAMPINES,4 ROOM,168C,SIMEI LANE,07 TO 09,94.0,DBSS,2011,90 years 05 months,625000.0,90.41666666666669,10,2019,4,1,2,21,1.342499,103.95845751426036
8806,2019-10,TAMPINES,4 ROOM,519C,TAMPINES CTRL 8,13 TO 15,84.0,DBSS,2014,93 years 08 months,640000.0,93.66666666666669,10,2019,4,1,4,21,1.35619795,103.9400051164559
8807,2019-10,TAMPINES,4 ROOM,168C,SIMEI LANE,07 TO 09,94.0,DBSS,2011,90 years 05 months,642000.0,90.41666666666669,10,2019,4,1,2,21,1.342499,103.95845751426036
8808,2019-10,TAMPINES,4 ROOM,519A,TAMPINES CTRL 8,13 TO 15,83.0,DBSS,2014,93 years 08 months,688000.0,93.66666666666669,10,2019,4,1,4,21,1.3571611,103.94061720622013
8809,2019-10,TAMPINES,5 ROOM,523A,TAMPINES CTRL 7,07 TO 09,113.0,Improved,2015,94 years 11 months,630000.0,94.91666666666669,10,2019,5,2,2,21,1.35943255,103.93857976825775
8810,2019-10,TAMPINES,5 ROOM,522B,TAMPINES CTRL 7,10 TO 12,113.0,Improved,2015,94 years 11 months,685000.0,94.91666666666669,10,2019,5,2,3,21,1.35785365,103.93884363212943
8811,2019-10,TAMPINES,5 ROOM,522B,TAMPINES CTRL 7,16 TO 18,113.0,Improved,2015,94 years 10 months,725000.0,94.83333333333331,10,2019,5,2,5,21,1.35785365,103.93884363212943
8812,2019-10,TAMPINES,5 ROOM,167A,SIMEI LANE,10 TO 12,111.0,DBSS,2011,90 years 05 months,802000.0,90.41666666666669,10,2019,5,1,3,21,1.34354365,103.95930910893674
8813,2019-10,TAMPINES,5 ROOM,519B,TAMPINES CTRL 8,10 TO 12,108.0,DBSS,2014,93 years 09 months,842000.0,93.75,10,2019,5,1,3,21,1.3574154,103.93997506049767
8815,2019-10,WOODLANDS,2 ROOM,780B,WOODLANDS CRES,04 TO 06,47.0,Model A,2015,94 years 09 months,230000.0,94.75,10,2019,2,3,1,23,1.44902,103.80102017255734
8816,2019-10,WOODLANDS,2 ROOM,780F,WOODLANDS CRES,07 TO 09,47.0,Model A,2015,94 years 10 months,236000.0,94.83333333333331,10,2019,2,3,2,23,1.4478751,103.80123789053668
8817,2019-10,WOODLANDS,2 ROOM,780F,WOODLANDS CRES,13 TO 15,47.0,Model A,2015,94 years 10 months,238000.0,94.83333333333331,10,2019,2,3,4,23,1.4478751,103.80123789053668
8818,2019-10,WOODLANDS,3 ROOM,782C,WOODLANDS CRES,04 TO 06,67.0,Model A,2015,94 years 08 months,292000.0,94.66666666666669,10,2019,3,3,1,23,1.4477994,103.80343927202937
8819,2019-10,WOODLANDS,3 ROOM,780B,WOODLANDS CRES,07 TO 09,67.0,Model A,2015,94 years 09 months,302500.0,94.75,10,2019,3,3,2,23,1.44902,103.80102017255734
8820,2019-10,WOODLANDS,3 ROOM,571C,WOODLANDS AVE 1,10 TO 12,67.0,Model A,2013,93 years 01 month,305000.0,93.08333333333331,10,2019,3,3,3,23,1.43040355,103.78997399109896
8821,2019-10,WOODLANDS,3 ROOM,780F,WOODLANDS CRES,07 TO 09,67.0,Model A,2015,94 years 09 months,305000.0,94.75,10,2019,3,3,2,23,1.4478751,103.80123789053668
8822,2019-10,WOODLANDS,3 ROOM,886B,WOODLANDS DR 50,04 TO 06,67.0,Premium Apartment,2015,94 years 04 months,305000.0,94.33333333333331,10,2019,3,4,1,23,1.4370714,103.7909175
8823,2019-10,WOODLANDS,3 ROOM,782C,WOODLANDS CRES,13 TO 15,67.0,Model A,2015,94 years 08 months,320000.0,94.66666666666669,10,2019,3,3,4,23,1.4477994,103.80343927202937
8824,2019-10,WOODLANDS,3 ROOM,886D,WOODLANDS DR 50,16 TO 18,67.0,Premium Apartment,2015,94 years 04 months,327888.0,94.33333333333331,10,2019,3,4,5,23,1.4370714,103.7909175
8825,2019-10,WOODLANDS,4 ROOM,12C,MARSILING LANE,07 TO 09,93.0,Model A,2013,92 years 08 months,355000.0,92.66666666666669,10,2019,4,3,2,23,1.4410896000000002,103.77780775
8826,2019-10,WOODLANDS,4 ROOM,780C,WOODLANDS CRES,04 TO 06,92.0,Model A,2015,94 years 09 months,355000.0,94.75,10,2019,4,3,1,23,1.44914605,103.80138802957508
8827,2019-10,WOODLANDS,4 ROOM,780E,WOODLANDS CRES,07 TO 09,92.0,Model A,2015,94 years 09 months,366800.0,94.75,10,2019,4,3,2,23,1.44809955,103.8015695832378
8828,2019-10,WOODLANDS,4 ROOM,887A,WOODLANDS DR 50,01 TO 03,92.0,Premium Apartment,2015,94 years 04 months,375000.0,94.33333333333331,10,2019,4,4,0,23,1.4373033,103.79397080064176
8829,2019-10,WOODLANDS,4 ROOM,780C,WOODLANDS CRES,07 TO 09,92.0,Model A,2015,94 years 10 months,385000.0,94.83333333333331,10,2019,4,3,2,23,1.44914605,103.80138802957508
8830,2019-10,WOODLANDS,4 ROOM,782E,WOODLANDS CRES,07 TO 09,92.0,Model A,2015,94 years 08 months,388000.0,94.66666666666669,10,2019,4,3,2,23,1.44799425,103.80263664980636
8831,2019-10,WOODLANDS,4 ROOM,780E,WOODLANDS CRES,13 TO 15,92.0,Model A,2015,94 years 09 months,398000.0,94.75,10,2019,4,3,4,23,1.44809955,103.8015695832378
8832,2019-10,WOODLANDS,4 ROOM,780D,WOODLANDS CRES,13 TO 15,92.0,Model A,2015,94 years 09 months,405000.0,94.75,10,2019,4,3,4,23,1.44826775,103.80196140822252
8833,2019-10,WOODLANDS,4 ROOM,571A,WOODLANDS AVE 1,04 TO 06,92.0,Model A,2013,93 years 01 month,415000.0,93.08333333333331,10,2019,4,3,1,23,1.4302199999999998,103.7910040654966
8834,2019-10,WOODLANDS,4 ROOM,570C,WOODLANDS AVE 1,07 TO 09,92.0,Model A,2013,93 years 01 month,420000.0,93.08333333333331,10,2019,4,3,2,23,1.4314491,103.7901304
8835,2019-10,WOODLANDS,4 ROOM,887A,WOODLANDS DR 50,07 TO 09,92.0,Premium Apartment,2015,94 years 04 months,420000.0,94.33333333333331,10,2019,4,4,2,23,1.4373033,103.79397080064176
8836,2019-10,WOODLANDS,4 ROOM,782C,WOODLANDS CRES,13 TO 15,92.0,Model A,2015,94 years 08 months,430000.0,94.66666666666669,10,2019,4,3,4,23,1.4477994,103.80343927202937
8837,2019-10,WOODLANDS,5 ROOM,782D,WOODLANDS CRES,04 TO 06,112.0,Improved,2015,94 years 09 months,450000.0,94.75,10,2019,5,2,1,23,1.44824355,103.80283579326922
8838,2019-10,WOODLANDS,5 ROOM,572B,WOODLANDS AVE 1,10 TO 12,112.0,Improved,2013,93 years 02 months,515000.0,93.16666666666669,10,2019,5,2,3,23,1.43147925,103.78955721534854
8839,2019-10,YISHUN,2 ROOM,424B,YISHUN AVE 11,10 TO 12,47.0,Model A,2015,95 years 02 months,210000.0,95.16666666666669,10,2019,2,3,3,24,1.4232151000000002,103.84826425
8840,2019-10,YISHUN,2 ROOM,451,YISHUN RING RD,04 TO 06,47.0,Model A,2012,91 years 10 months,213000.0,91.83333333333331,10,2019,2,3,1,24,1.422088,103.84462469996056
8841,2019-10,YISHUN,3 ROOM,451,YISHUN RING RD,01 TO 03,67.0,Model A,2012,91 years 11 months,280000.0,91.91666666666669,10,2019,3,3,0,24,1.422088,103.84462469996056
8842,2019-10,YISHUN,3 ROOM,429B,YISHUN AVE 11,13 TO 15,67.0,Model A,2015,95 years 02 months,290000.0,95.16666666666669,10,2019,3,3,4,24,1.4236023,103.8495581
8843,2019-10,YISHUN,3 ROOM,336A,YISHUN ST 31,04 TO 06,67.0,Model A,2015,95 years 01 month,290000.0,95.08333333333331,10,2019,3,3,1,24,1.43134315,103.84488488880903
8844,2019-10,YISHUN,3 ROOM,429A,YISHUN AVE 11,07 TO 09,67.0,Model A,2015,95 years 02 months,301388.0,95.16666666666669,10,2019,3,3,2,24,1.4236023,103.8495581
8845,2019-10,YISHUN,3 ROOM,504A,YISHUN ST 51,07 TO 09,68.0,Model A,2016,95 years 05 months,302000.0,95.41666666666669,10,2019,3,3,2,24,1.41791385,103.84434038759042
8846,2019-10,YISHUN,3 ROOM,429A,YISHUN AVE 11,10 TO 12,67.0,Model A,2015,95 years 02 months,308000.0,95.16666666666669,10,2019,3,3,3,24,1.4236023,103.8495581
8847,2019-10,YISHUN,3 ROOM,454,YISHUN ST 41,10 TO 12,67.0,Model A,2013,92 years 10 months,310000.0,92.83333333333331,10,2019,3,3,3,24,1.41990885,103.84510269856574
8848,2019-10,YISHUN,3 ROOM,431C,YISHUN AVE 1,10 TO 12,67.0,Model A,2015,94 years 11 months,320000.0,94.91666666666669,10,2019,3,3,3,24,1.419475,103.8476381
8849,2019-10,YISHUN,3 ROOM,424B,YISHUN AVE 11,04 TO 06,67.0,Model A,2015,95 years 03 months,320000.0,95.25,10,2019,3,3,1,24,1.4232151000000002,103.84826425
8850,2019-10,YISHUN,3 ROOM,429B,YISHUN AVE 11,04 TO 06,67.0,Model A,2015,95 years 02 months,320000.0,95.16666666666669,10,2019,3,3,1,24,1.4236023,103.8495581
8851,2019-10,YISHUN,3 ROOM,342B,YISHUN RING RD,10 TO 12,68.0,Premium Apartment,2016,95 years 03 months,320000.0,95.25,10,2019,3,4,3,24,1.4302288,103.8447848164324
8852,2019-10,YISHUN,3 ROOM,342B,YISHUN RING RD,04 TO 06,68.0,Premium Apartment,2016,95 years 03 months,327000.0,95.25,10,2019,3,4,1,24,1.4302288,103.8447848164324
8853,2019-10,YISHUN,3 ROOM,342B,YISHUN RING RD,04 TO 06,68.0,Premium Apartment,2016,95 years 03 months,335000.0,95.25,10,2019,3,4,1,24,1.4302288,103.8447848164324
8854,2019-10,YISHUN,3 ROOM,342B,YISHUN RING RD,13 TO 15,68.0,Premium Apartment,2016,95 years 03 months,345000.0,95.25,10,2019,3,4,4,24,1.4302288,103.8447848164324
8855,2019-10,YISHUN,3 ROOM,342B,YISHUN RING RD,13 TO 15,68.0,Premium Apartment,2016,95 years 03 months,345000.0,95.25,10,2019,3,4,4,24,1.4302288,103.8447848164324
8856,2019-10,YISHUN,3 ROOM,347B,YISHUN AVE 11,10 TO 12,67.0,DBSS,2013,93 years,400000.0,93.0,10,2019,3,1,3,24,1.427695,103.84219012492916
8857,2019-10,YISHUN,3 ROOM,348C,YISHUN AVE 11,13 TO 15,67.0,DBSS,2013,93 years,405000.0,93.0,10,2019,3,1,4,24,1.4271139000000002,103.84222500941428
8858,2019-10,YISHUN,3 ROOM,347B,YISHUN AVE 11,13 TO 15,67.0,DBSS,2013,93 years,425000.0,93.0,10,2019,3,1,4,24,1.427695,103.84219012492916
8859,2019-10,YISHUN,3 ROOM,348A,YISHUN AVE 11,10 TO 12,67.0,DBSS,2013,93 years,445000.0,93.0,10,2019,3,1,3,24,1.4274512499999998,103.84135558916658
8860,2019-10,YISHUN,4 ROOM,428B,YISHUN AVE 11,04 TO 06,92.0,Model A,2015,94 years 05 months,340000.0,94.41666666666669,10,2019,4,3,1,24,1.4221285,103.84735265195346
8861,2019-10,YISHUN,4 ROOM,431B,YISHUN AVE 1,04 TO 06,92.0,Model A,2015,94 years 11 months,355000.0,94.91666666666669,10,2019,4,3,1,24,1.42037415,103.84691735
8862,2019-10,YISHUN,4 ROOM,430A,YISHUN AVE 11,04 TO 06,92.0,Model A,2015,95 years 02 months,366000.0,95.16666666666669,10,2019,4,3,1,24,1.4236023,103.8495581
8863,2019-10,YISHUN,4 ROOM,452,YISHUN RING RD,04 TO 06,92.0,Model A,2012,91 years 10 months,368888.0,91.83333333333331,10,2019,4,3,1,24,1.4311955,103.8442146
8864,2019-10,YISHUN,4 ROOM,443,YISHUN AVE 11,04 TO 06,92.0,Model A,2012,91 years 09 months,373888.0,91.75,10,2019,4,3,1,24,1.4236023,103.8495581
8865,2019-10,YISHUN,4 ROOM,429A,YISHUN AVE 11,04 TO 06,92.0,Model A,2015,95 years 02 months,375000.0,95.16666666666669,10,2019,4,3,1,24,1.4236023,103.8495581
8866,2019-10,YISHUN,4 ROOM,429B,YISHUN AVE 11,07 TO 09,92.0,Model A,2015,95 years 02 months,375000.0,95.16666666666669,10,2019,4,3,2,24,1.4236023,103.8495581
8867,2019-10,YISHUN,4 ROOM,431A,YISHUN AVE 1,07 TO 09,92.0,Model A,2015,94 years 11 months,380000.0,94.91666666666669,10,2019,4,3,2,24,1.419475,103.8476381
8868,2019-10,YISHUN,4 ROOM,431D,YISHUN AVE 1,07 TO 09,92.0,Model A,2015,95 years,380000.0,95.0,10,2019,4,3,2,24,1.4198656,103.84683706285972
8869,2019-10,YISHUN,4 ROOM,432A,YISHUN AVE 1,04 TO 06,92.0,Model A,2015,94 years 11 months,380000.0,94.91666666666669,10,2019,4,3,1,24,1.419475,103.8476381
8870,2019-10,YISHUN,4 ROOM,424D,YISHUN AVE 11,04 TO 06,92.0,Model A,2015,95 years 02 months,380000.0,95.16666666666669,10,2019,4,3,1,24,1.4236023,103.8495581
8871,2019-10,YISHUN,4 ROOM,451,YISHUN RING RD,10 TO 12,92.0,Model A,2012,91 years 10 months,380000.0,91.83333333333331,10,2019,4,3,3,24,1.422088,103.84462469996056
8872,2019-10,YISHUN,4 ROOM,431D,YISHUN AVE 1,01 TO 03,92.0,Model A,2015,94 years 11 months,390000.0,94.91666666666669,10,2019,4,3,0,24,1.4198656,103.84683706285972
8873,2019-10,YISHUN,4 ROOM,335B,YISHUN ST 31,10 TO 12,92.0,Model A,2015,95 years 01 month,390000.0,95.08333333333331,10,2019,4,3,3,24,1.43286905,103.84433519364636
8874,2019-10,YISHUN,4 ROOM,336B,YISHUN ST 31,13 TO 15,92.0,Model A,2015,95 years 02 months,395000.0,95.16666666666669,10,2019,4,3,4,24,1.43145895,103.84439006403808
8875,2019-10,YISHUN,4 ROOM,455,YISHUN ST 41,07 TO 09,93.0,Model A,2013,92 years 10 months,396000.0,92.83333333333331,10,2019,4,3,2,24,1.4184937,103.8465573
8876,2019-10,YISHUN,4 ROOM,432A,YISHUN AVE 1,10 TO 12,92.0,Model A,2015,94 years 11 months,396888.0,94.91666666666669,10,2019,4,3,3,24,1.419475,103.8476381
8877,2019-10,YISHUN,4 ROOM,426D,YISHUN AVE 11,07 TO 09,92.0,Model A,2015,94 years 06 months,399000.0,94.5,10,2019,4,3,2,24,1.42312115,103.84727492813002
8878,2019-10,YISHUN,4 ROOM,431A,YISHUN AVE 1,13 TO 15,92.0,Model A,2015,95 years,400000.0,95.0,10,2019,4,3,4,24,1.419475,103.8476381
8879,2019-10,YISHUN,4 ROOM,430A,YISHUN AVE 11,10 TO 12,92.0,Model A,2015,95 years 03 months,400000.0,95.25,10,2019,4,3,3,24,1.4236023,103.8495581
8880,2019-10,YISHUN,4 ROOM,318B,YISHUN AVE 9,01 TO 03,92.0,Model A,2015,95 years 01 month,400000.0,95.08333333333331,10,2019,4,3,0,24,1.4343244,103.8423375
8881,2019-10,YISHUN,4 ROOM,424D,YISHUN AVE 11,13 TO 15,92.0,Model A,2015,95 years 02 months,402000.0,95.16666666666669,10,2019,4,3,4,24,1.4236023,103.8495581
8882,2019-10,YISHUN,4 ROOM,429A,YISHUN AVE 11,07 TO 09,92.0,Model A,2015,95 years 03 months,405000.0,95.25,10,2019,4,3,2,24,1.4236023,103.8495581
8883,2019-10,YISHUN,4 ROOM,342B,YISHUN RING RD,04 TO 06,96.0,Premium Apartment,2016,95 years 03 months,410000.0,95.25,10,2019,4,4,1,24,1.4302288,103.8447848164324
8884,2019-10,YISHUN,4 ROOM,342B,YISHUN RING RD,07 TO 09,96.0,Premium Apartment,2016,95 years 03 months,415000.0,95.25,10,2019,4,4,2,24,1.4302288,103.8447848164324
8885,2019-10,YISHUN,4 ROOM,333D,YISHUN ST 31,10 TO 12,92.0,Model A,2015,95 years 02 months,415000.0,95.16666666666669,10,2019,4,3,3,24,1.4320899,103.84613076082046
8886,2019-10,YISHUN,4 ROOM,334D,YISHUN ST 31,10 TO 12,92.0,Model A,2015,95 years 01 month,415000.0,95.08333333333331,10,2019,4,3,3,24,1.4324192,103.84653095514706
8887,2019-10,YISHUN,4 ROOM,316B,YISHUN AVE 9,10 TO 12,92.0,Model A,2015,95 years,416000.0,95.0,10,2019,4,3,3,24,1.4343244,103.8423375
8888,2019-10,YISHUN,4 ROOM,334B,YISHUN ST 31,07 TO 09,92.0,Model A,2015,95 years 02 months,416000.0,95.16666666666669,10,2019,4,3,2,24,1.4326226,103.84567339821228
8889,2019-10,YISHUN,4 ROOM,318B,YISHUN AVE 9,07 TO 09,92.0,Model A,2015,95 years,420000.0,95.0,10,2019,4,3,2,24,1.4343244,103.8423375
8890,2019-10,YISHUN,4 ROOM,342C,YISHUN RING RD,13 TO 15,93.0,Premium Apartment,2016,95 years 03 months,420000.0,95.25,10,2019,4,4,4,24,1.42994815,103.84415828705676
8891,2019-10,YISHUN,4 ROOM,315A,YISHUN AVE 9,07 TO 09,92.0,Model A,2015,95 years,420000.0,95.0,10,2019,4,3,2,24,1.4343244,103.8423375
8892,2019-10,YISHUN,4 ROOM,335C,YISHUN ST 31,07 TO 09,92.0,Model A,2015,95 years 02 months,420000.0,95.16666666666669,10,2019,4,3,2,24,1.43242375,103.8443890919747
8893,2019-10,YISHUN,4 ROOM,316B,YISHUN AVE 9,13 TO 15,92.0,Model A,2015,95 years 01 month,423888.0,95.08333333333331,10,2019,4,3,4,24,1.4343244,103.8423375
8894,2019-10,YISHUN,4 ROOM,443,YISHUN AVE 11,04 TO 06,92.0,Model A,2012,91 years 09 months,425000.0,91.75,10,2019,4,3,1,24,1.4236023,103.8495581
8895,2019-10,YISHUN,4 ROOM,318A,YISHUN AVE 9,10 TO 12,92.0,Model A,2015,95 years,428000.0,95.0,10,2019,4,3,3,24,1.4343244,103.8423375
8896,2019-10,YISHUN,4 ROOM,318A,YISHUN AVE 9,10 TO 12,92.0,Model A,2015,95 years,438000.0,95.0,10,2019,4,3,3,24,1.4343244,103.8423375
8897,2019-10,YISHUN,4 ROOM,445,YISHUN AVE 11,10 TO 12,97.0,Model A,2012,91 years 09 months,445000.0,91.75,10,2019,4,3,3,24,1.4236023,103.8495581
8898,2019-10,YISHUN,4 ROOM,317B,YISHUN AVE 9,13 TO 15,92.0,Model A,2015,95 years 01 month,450000.0,95.08333333333331,10,2019,4,3,4,24,1.4343244,103.8423375
8899,2019-10,YISHUN,4 ROOM,318A,YISHUN AVE 9,13 TO 15,92.0,Model A,2015,95 years,468000.0,95.0,10,2019,4,3,4,24,1.4343244,103.8423375
8900,2019-10,YISHUN,4 ROOM,347B,YISHUN AVE 11,07 TO 09,92.0,DBSS,2013,92 years 11 months,510000.0,92.91666666666669,10,2019,4,1,2,24,1.427695,103.84219012492916
8901,2019-10,YISHUN,4 ROOM,348D,YISHUN AVE 11,04 TO 06,92.0,DBSS,2013,93 years,535000.0,93.0,10,2019,4,1,1,24,1.42708575,103.84278783203123
8902,2019-10,YISHUN,4 ROOM,347B,YISHUN AVE 11,13 TO 15,92.0,DBSS,2013,92 years 11 months,560000.0,92.91666666666669,10,2019,4,1,4,24,1.427695,103.84219012492916
8903,2019-10,YISHUN,4 ROOM,348C,YISHUN AVE 11,07 TO 09,92.0,DBSS,2013,93 years,563000.0,93.0,10,2019,4,1,2,24,1.4271139000000002,103.84222500941428
8904,2019-10,YISHUN,4 ROOM,347A,YISHUN AVE 11,10 TO 12,92.0,DBSS,2013,93 years,565000.0,93.0,10,2019,4,1,3,24,1.42799405,103.84246661978598
8905,2019-10,YISHUN,4 ROOM,347B,YISHUN AVE 11,10 TO 12,92.0,DBSS,2013,92 years 11 months,568000.0,92.91666666666669,10,2019,4,1,3,24,1.427695,103.84219012492916
8906,2019-10,YISHUN,4 ROOM,348C,YISHUN AVE 11,10 TO 12,92.0,DBSS,2013,93 years,578000.0,93.0,10,2019,4,1,3,24,1.4271139000000002,103.84222500941428
8907,2019-10,YISHUN,4 ROOM,348D,YISHUN AVE 11,13 TO 15,92.0,DBSS,2013,93 years,580000.0,93.0,10,2019,4,1,4,24,1.42708575,103.84278783203123
8908,2019-10,YISHUN,5 ROOM,318C,YISHUN AVE 9,01 TO 03,112.0,Improved,2015,95 years,465000.0,95.0,10,2019,5,2,0,24,1.4343244,103.8423375
8909,2019-10,YISHUN,5 ROOM,318C,YISHUN AVE 9,07 TO 09,112.0,Improved,2015,95 years,470000.0,95.0,10,2019,5,2,2,24,1.4343244,103.8423375
8910,2019-10,YISHUN,5 ROOM,432B,YISHUN AVE 1,04 TO 06,112.0,Improved,2015,94 years 11 months,475000.0,94.91666666666669,10,2019,5,2,1,24,1.419475,103.8476381
8911,2019-10,YISHUN,5 ROOM,426A,YISHUN AVE 11,04 TO 06,112.0,Improved,2015,94 years 05 months,476000.0,94.41666666666669,10,2019,5,2,1,24,1.4231191,103.8465415
8912,2019-10,YISHUN,5 ROOM,432D,YISHUN AVE 1,13 TO 15,112.0,Improved,2015,95 years,480000.0,95.0,10,2019,5,2,4,24,1.419475,103.8476381
8913,2019-10,YISHUN,5 ROOM,505C,YISHUN ST 51,04 TO 06,112.0,Improved,2016,95 years 05 months,480000.0,95.41666666666669,10,2019,5,2,1,24,1.4163839,103.8433729
8914,2019-10,YISHUN,5 ROOM,432A,YISHUN AVE 1,07 TO 09,112.0,Improved,2015,94 years 11 months,485000.0,94.91666666666669,10,2019,5,2,2,24,1.419475,103.8476381
8915,2019-10,YISHUN,5 ROOM,318B,YISHUN AVE 9,04 TO 06,112.0,Improved,2015,95 years,490000.0,95.0,10,2019,5,2,1,24,1.4343244,103.8423375
8916,2019-10,YISHUN,5 ROOM,431A,YISHUN AVE 1,10 TO 12,112.0,Improved,2015,94 years 11 months,490888.0,94.91666666666669,10,2019,5,2,3,24,1.419475,103.8476381
8917,2019-10,YISHUN,5 ROOM,333A,YISHUN ST 31,07 TO 09,112.0,Improved,2015,95 years 01 month,495000.0,95.08333333333331,10,2019,5,2,2,24,1.4320481,103.84478814081795
8918,2019-10,YISHUN,5 ROOM,432B,YISHUN AVE 1,07 TO 09,112.0,Improved,2015,94 years 11 months,500000.0,94.91666666666669,10,2019,5,2,2,24,1.419475,103.8476381
8919,2019-10,YISHUN,5 ROOM,342C,YISHUN RING RD,01 TO 03,113.0,Premium Apartment,2016,95 years 03 months,510000.0,95.25,10,2019,5,4,0,24,1.42994815,103.84415828705676
8920,2019-10,YISHUN,5 ROOM,317A,YISHUN AVE 9,13 TO 15,112.0,Improved,2015,95 years,525000.0,95.0,10,2019,5,2,4,24,1.4343244,103.8423375
8921,2019-10,YISHUN,5 ROOM,318A,YISHUN AVE 9,04 TO 06,112.0,Improved,2015,95 years,525000.0,95.0,10,2019,5,2,1,24,1.4343244,103.8423375
8922,2019-10,YISHUN,5 ROOM,318A,YISHUN AVE 9,04 TO 06,112.0,Improved,2015,95 years 01 month,530000.0,95.08333333333331,10,2019,5,2,1,24,1.4343244,103.8423375
8923,2019-10,YISHUN,5 ROOM,426D,YISHUN AVE 11,10 TO 12,112.0,Improved,2015,94 years 05 months,540000.0,94.41666666666669,10,2019,5,2,3,24,1.42312115,103.84727492813002
8924,2019-10,YISHUN,5 ROOM,315B,YISHUN AVE 9,04 TO 06,112.0,Improved,2015,95 years,550000.0,95.0,10,2019,5,2,1,24,1.43203445,103.84243480112448
8925,2019-10,YISHUN,5 ROOM,347A,YISHUN AVE 11,13 TO 15,112.0,DBSS,2013,93 years,710000.0,93.0,10,2019,5,1,4,24,1.42799405,103.84246661978598
8926,2019-11,ANG MO KIO,4 ROOM,588A,ANG MO KIO ST 52,28 TO 30,90.0,DBSS,2011,90 years 09 months,758888.0,90.75,11,2019,4,1,9,2,1.3720898,103.85269347839709
8927,2019-11,BEDOK,3 ROOM,747A,BEDOK RESERVOIR CRES,04 TO 06,67.0,DBSS,2014,93 years 09 months,468000.0,93.75,11,2019,3,1,1,3,1.33661545,103.9212621972852
8929,2019-11,BEDOK,3 ROOM,748A,BEDOK RESERVOIR CRES,10 TO 12,66.0,DBSS,2014,93 years 10 months,500000.0,93.83333333333331,11,2019,3,1,3,3,1.3364314,103.92104417325812
8930,2019-11,BEDOK,4 ROOM,748C,BEDOK RESERVOIR CRES,13 TO 15,87.0,DBSS,2014,93 years 10 months,670000.0,93.83333333333331,11,2019,4,1,4,3,1.3361694,103.92156196790305
8931,2019-11,BEDOK,5 ROOM,747B,BEDOK RESERVOIR CRES,04 TO 06,105.0,DBSS,2014,93 years 09 months,790000.0,93.75,11,2019,5,1,1,3,1.3366405,103.921611050805
8933,2019-11,BUKIT MERAH,3 ROOM,80C,TELOK BLANGAH ST 31,07 TO 09,68.0,Premium Apartment,2013,92 years 09 months,540000.0,92.75,11,2019,3,4,2,6,1.2735167,103.8072500075511
8934,2019-11,BUKIT MERAH,3 ROOM,52,HAVELOCK RD,13 TO 15,69.0,Model A,2013,92 years 06 months,590000.0,92.5,11,2019,3,3,4,6,52.45272315,-1.849163504341726
8935,2019-11,BUKIT MERAH,4 ROOM,127D,KIM TIAN RD,04 TO 06,93.0,Model A,2013,92 years 03 months,728000.0,92.25,11,2019,4,3,1,6,1.2810986999999998,103.82995250055936
8936,2019-11,BUKIT MERAH,4 ROOM,56,HAVELOCK RD,04 TO 06,94.0,Model A,2013,92 years 06 months,760000.0,92.5,11,2019,4,3,1,6,52.4527144,-1.84929377412
8937,2019-11,BUKIT MERAH,4 ROOM,52,HAVELOCK RD,16 TO 18,94.0,Model A,2013,92 years 07 months,807000.0,92.58333333333331,11,2019,4,3,5,6,52.45272315,-1.849163504341726
